code,date,open,high,low,close,volume,change,changeRate
G0018,2024-11-29,58552,59482,57897,58147,238007,-469,-0.8
G0018,2024-12-02,59023,61284,57981,60521,420780,2374,4.08
G0018,2024-12-03,60673,61656,59287,60534,449875,13,0.02
G0018,2024-12-04,60666,62609,60593,61226,493034,692,1.14
G0018,2024-12-05,61224,64152,59728,62379,334406,1153,1.88
G0018,2024-12-06,62495,62845,62382,62412,475316,33,0.05
G0018,2024-12-09,62469,64159,62098,63094,191919,682,1.09
G0018,2024-12-10,62534,63822,61284,61841,232218,-1253,-1.99
G0018,2024-12-11,61999,64139,61182,62401,441055,560,0.91
G0018,2024-12-12,62155,63901,60567,62300,221521,-101,-0.16
G0018,2024-12-13,62558,63710,60761,63116,225913,816,1.31
G0018,2024-12-16,62367,62894,60572,60821,228126,-2295,-3.64
G0018,2024-12-17,60913,62708,59206,61054,303424,233,0.38
G0018,2024-12-18,60825,63609,60586,61868,229769,814,1.33
G0018,2024-12-19,61326,62382,59611,59959,290860,-1909,-3.09
G0018,2024-12-20,60456,61476,58992,61173,256521,1214,2.02
G0018,2024-12-23,61165,62945,60413,60753,186823,-420,-0.69
G0018,2024-12-24,60943,62897,60007,61243,284141,490,0.81
G0018,2024-12-25,60739,61223,59674,59995,797358,-1248,-2.04
G0018,2024-12-26,60254,62198,58632,61128,590328,1133,1.89
G0018,2024-12-27,60696,60795,59835,60330,303786,-798,-1.31
G0018,2024-12-30,59892,60141,58566,59351,522839,-979,-1.62
G0018,2024-12-31,59388,60998,58371,59960,549020,609,1.03
G0018,2025-01-01,59968,61538,59938,60073,232776,113,0.19
G0018,2025-01-02,60470,62413,59701,61269,7984901,1196,1.99
G0018,2025-01-03,60820,62127,58306,59046,146894,-2223,-3.63
G0018,2025-01-06,59230,61196,58606,60153,196478,1107,1.87
G0018,2025-01-07,58582,58869,57900,58073,246529,-2080,-3.46
G0018,2025-01-08,57608,57872,55661,56991,156930,-1082,-1.86
G0018,2025-01-09,57228,59575,56544,58582,346400,1591,2.79
G0018,2025-01-10,58089,58799,57224,57967,208636,-615,-1.05
G0018,2025-01-13,58135,59818,56767,58040,403384,73,0.13
G0018,2025-01-14,57858,58747,56039,57359,264861,-681,-1.17
G0018,2025-01-15,56857,58256,55486,56530,173155,-829,-1.45
G0018,2025-01-16,56770,58074,55328,56710,425286,180,0.32
G0018,2025-01-17,57008,58451,55021,56629,230222,-81,-0.14
G0018,2025-01-20,56179,56987,54417,55173,319300,-1456,-2.57
G0018,2025-01-21,54442,55405,51853,52084,267410,-3089,-5.6
G0018,2025-01-22,52670,53234,51907,52676,485143,592,1.14
G0018,2025-01-23,52720,52731,51887,52616,106379,-60,-0.11
G0018,2025-01-24,52849,53346,51735,52858,248942,242,0.46
G0018,2025-01-27,52285,52890,51157,51411,409060,-1447,-2.74
G0018,2025-01-28,51456,52089,51061,51439,175891,28,0.05
G0018,2025-01-29,51542,51697,50179,51151,288915,-288,-0.56
G0018,2025-01-30,50974,51975,50499,50927,261963,-224,-0.44
G0018,2025-01-31,51173,52565,49781,51375,256073,448,0.88
G0018,2025-02-03,51790,52785,50827,52716,290682,1341,2.61
G0018,2025-02-04,52276,52494,49611,50810,380097,-1906,-3.62
G0018,2025-02-05,50810,51639,48647,50121,526471,-689,-1.36
G0018,2025-02-06,49855,51242,49630,50026,301854,-95,-0.19
G0018,2025-02-07,50355,50709,49079,50689,432745,663,1.33
G0018,2025-02-10,51008,52087,50077,51030,189315,341,0.67
G0018,2025-02-11,50415,50696,49059,50064,294423,-966,-1.89
G0018,2025-02-12,50063,51881,49390,50862,300396,798,1.59
G0018,2025-02-13,51259,52470,50337,51833,313769,971,1.91
G0018,2025-02-14,48378,49216,44773,45133,548127,-6700,-12.93
G0018,2025-02-17,45192,46751,44065,46573,251537,1440,3.19
G0018,2025-02-18,46462,46549,45178,46511,207253,-62,-0.13
G0018,2025-02-19,47064,47914,46818,47493,220368,982,2.11
G0018,2025-02-20,46894,47145,45052,46094,204094,-1399,-2.95
G0018,2025-02-21,46027,46772,44975,45819,285342,-275,-0.6
G0018,2025-02-24,46141,47912,45913,46834,347674,1015,2.22
G0018,2025-02-25,46927,48360,46000,47356,259657,522,1.11
G0018,2025-02-26,47354,47521,46316,46433,567465,-923,-1.95
G0018,2025-02-27,46891,48039,46421,47222,211014,789,1.7
G0018,2025-02-28,46643,46793,45126,46053,243171,-1169,-2.48
G0018,2025-03-03,45885,46335,45227,45661,424108,-392,-0.85
G0018,2025-03-04,45640,46271,44354,45619,198211,-42,-0.09
G0018,2025-03-05,45557,46670,44405,45772,379232,153,0.34
G0018,2025-03-06,45122,45572,43068,43809,414947,-1963,-4.29
G0018,2025-03-07,43837,45460,43647,44622,334306,813,1.86
G0018,2025-03-10,44996,46398,44750,45631,181888,1009,2.26
G0018,2025-03-11,45648,45973,45129,45600,252651,-31,-0.07
G0018,2025-03-12,45616,46244,45023,46114,159804,514,1.13
G0018,2025-03-13,46077,47323,44738,45551,696721,-563,-1.22
G0018,2025-03-14,45393,46392,44359,45473,159220,-78,-0.17
G0018,2025-03-17,45509,46773,44577,45520,395259,47,0.1
G0018,2025-03-18,45472,45757,44062,45334,206629,-186,-0.41
G0018,2025-03-19,45159,45675,44084,44820,270254,-514,-1.13
G0018,2025-03-20,44525,45582,43993,44423,261799,-397,-0.89
G0018,2025-03-21,44137,44941,42877,44298,197255,-125,-0.28
G0018,2025-03-24,44334,45091,44245,44514,183329,216,0.49
G0018,2025-03-25,44395,45036,44135,44275,403637,-239,-0.54
G0018,2025-03-26,44646,45415,44152,45105,370924,830,1.87
G0018,2025-03-27,44914,45570,44300,44661,573075,-444,-0.98
G0018,2025-03-28,44300,44945,44016,44467,466225,-194,-0.43
G0018,2025-03-31,44010,44665,42275,43374,452405,-1093,-2.46
G0018,2025-04-01,43358,44179,42276,43655,275889,281,0.65
G0018,2025-04-02,43323,44488,41336,42468,512217,-1187,-2.72
G0018,2025-04-03,42589,43043,41394,42544,374338,76,0.18
G0018,2025-04-04,42357,43012,41422,42195,327645,-349,-0.82
G0018,2025-04-07,41986,42633,40589,41625,336208,-570,-1.35
G0018,2025-04-08,41630,42505,40998,41512,237092,-113,-0.27
G0018,2025-04-09,41386,42471,39849,40542,445087,-970,-2.34
G0018,2025-04-10,40447,41126,39960,40356,236765,-186,-0.46
G0018,2025-04-11,40135,41808,39742,40627,298932,271,0.67
G0018,2025-04-14,40581,40903,39758,40029,229757,-598,-1.47
G0018,2025-04-15,40009,40454,39048,39248,269601,-781,-1.95
G0018,2025-04-16,39454,39508,38065,38976,218988,-272,-0.69
G0018,2025-04-17,38732,38771,37866,38374,254260,-602,-1.54
G0018,2025-04-18,38290,39790,37780,38875,265210,501,1.31
G0018,2025-04-21,39098,40377,38717,39633,208203,758,1.95
G0018,2025-04-22,39610,40400,38380,38866,427720,-767,-1.94
G0018,2025-04-23,38843,40080,37941,38945,131163,79,0.2
G0018,2025-04-24,38971,39124,38028,38891,350346,-54,-0.14
G0018,2025-04-25,38730,39056,37753,38762,328270,-129,-0.33
G0018,2025-04-28,38537,39147,37745,38420,227336,-342,-0.88
G0018,2025-04-29,38950,40255,38158,39561,277766,1141,2.97
G0018,2025-04-30,39518,39551,38493,39196,306956,-365,-0.92
G0018,2025-05-01,39370,39609,38160,39126,277354,-70,-0.18
G0018,2025-05-02,39213,39678,38702,39127,167464,1,0
G0018,2025-05-05,38919,39168,37946,38459,254464,-668,-1.71
G0018,2025-05-06,38025,38409,36376,37432,427005,-1027,-2.67
G0018,2025-05-07,37543,37734,37451,37576,219837,144,0.38
G0018,2025-05-08,36999,38030,33981,34940,410156,-2636,-7.02
G0018,2025-05-09,34584,35098,33536,33716,229743,-1224,-3.5
G0018,2025-05-12,33502,33762,33191,33522,199210,-194,-0.58
G0018,2025-05-13,33571,35082,32688,34256,296476,734,2.19
G0018,2025-05-14,34019,34104,33204,33926,196223,-330,-0.96
G0018,2025-05-15,35247,39122,34968,38066,324083,4140,12.2
G0018,2025-05-16,37958,39087,37514,37817,231261,-249,-0.65
G0018,2025-05-19,38017,38865,37802,38019,253784,202,0.53
G0018,2025-05-20,38108,38873,37710,38666,264998,647,1.7
G0018,2025-05-21,39013,39961,39007,39185,330810,519,1.34
G0018,2025-05-22,39023,39165,38175,38697,260782,-488,-1.25
G0018,2025-05-23,38698,39521,37367,38337,359741,-360,-0.93
G0018,2025-05-26,38358,39255,38154,38579,265973,242,0.63
G0018,2025-05-27,38834,39914,38315,39411,111136,832,2.16
G0018,2025-05-28,39460,39589,37838,38626,346949,-785,-1.99
G0018,2025-05-29,38716,38981,37721,37921,406608,-705,-1.83
G0018,2025-05-30,37508,37984,35858,36800,377940,-1121,-2.96
G0018,2025-06-02,36740,36758,35406,36415,320681,-385,-1.05
G0018,2025-06-03,36358,37472,35495,37429,316680,1014,2.78
G0018,2025-06-04,37695,38751,36614,37786,269954,357,0.95
G0018,2025-06-05,38039,39416,37868,38290,210044,504,1.33
G0018,2025-06-06,38094,38840,36755,37739,307407,-551,-1.44
G0018,2025-06-09,37560,37640,36253,37247,610554,-492,-1.3
G0018,2025-06-10,37626,38788,36788,38120,324938,873,2.34
G0018,2025-06-11,38534,38794,37594,38590,269267,470,1.23
G0018,2025-06-12,38430,38800,37358,38294,326786,-296,-0.77
G0018,2025-06-13,38369,39452,37468,38704,353048,410,1.07
G0018,2025-06-16,38418,39044,36789,37871,225281,-833,-2.15
G0018,2025-06-17,37889,38756,36024,37036,404224,-835,-2.2
G0018,2025-06-18,37042,37638,36190,37495,249940,459,1.24
G0018,2025-06-19,37332,37845,36165,37214,148356,-281,-0.75
G0018,2025-06-20,36806,37817,36546,36640,821227,-574,-1.54
G0018,2025-06-23,36650,37353,35737,37146,515995,506,1.38
G0018,2025-06-24,37135,37700,36195,37567,401361,421,1.13
G0018,2025-06-25,37408,38452,36430,36889,360358,-678,-1.8
G0018,2025-06-26,36902,38465,35832,37764,475830,875,2.37
G0018,2025-06-27,37689,37804,37229,37500,156037,-264,-0.7
G0018,2025-06-30,37403,38429,36564,37392,234962,-108,-0.29
G0018,2025-07-01,37284,37490,35045,35837,352304,-1555,-4.16
G0018,2025-07-02,35360,35930,34094,34373,383907,-1464,-4.09
G0018,2025-07-03,34181,35165,34178,34308,304354,-65,-0.19
G0018,2025-07-04,34396,35827,34026,34992,303787,684,1.99
G0018,2025-07-07,35025,35822,34290,35790,292295,798,2.28
G0018,2025-07-08,35476,35809,34364,34829,263597,-961,-2.69
G0018,2025-07-09,34747,35231,33638,34621,189153,-208,-0.6
G0018,2025-07-10,34544,35938,33667,34915,179702,294,0.85
G0018,2025-07-11,35630,36050,35584,35800,205448,885,2.53
G0018,2025-07-14,36039,37420,35038,36648,214960,848,2.37
G0018,2025-07-15,36391,36651,35483,35569,400121,-1079,-2.94
G0018,2025-07-16,34795,34878,32708,33659,435086,-1910,-5.37
G0018,2025-07-17,33420,33973,32519,33473,169677,-186,-0.55
G0018,2025-07-18,33156,34087,32831,32863,261973,-610,-1.82
G0018,2025-07-21,32500,33052,31273,32213,291558,-650,-1.98
G0018,2025-07-22,32123,32388,31898,32022,311258,-191,-0.59
G0018,2025-07-23,32179,32707,31253,32251,246930,229,0.72
G0018,2025-07-24,32337,32620,31934,32594,265196,343,1.06
G0018,2025-07-25,32603,33293,32414,32808,249683,214,0.66
G0018,2025-07-28,32786,33226,32073,33075,189667,267,0.81
G0018,2025-07-29,33197,33635,32283,33612,174286,537,1.62
G0018,2025-07-30,33707,34003,33663,33850,184938,238,0.71
G0018,2025-07-31,33965,34833,33788,34034,328818,184,0.54
G0018,2025-08-01,34124,35385,33774,34594,260306,560,1.65
G0018,2025-08-04,34519,34533,33177,34118,162829,-476,-1.38
G0018,2025-08-05,34140,34753,33402,33794,289618,-324,-0.95
G0018,2025-08-06,34008,34860,33108,34125,258213,331,0.98
G0018,2025-08-07,34181,34442,33573,34338,218026,213,0.62
G0018,2025-08-08,34303,34815,33827,34493,323486,155,0.45
G0018,2025-08-11,34880,35833,34569,35377,251938,884,2.56
G0018,2025-08-12,35530,36362,34433,35497,257834,120,0.34
G0018,2025-08-13,35394,35485,34906,35354,223375,-143,-0.4
G0018,2025-08-14,35259,35357,33418,34384,385635,-970,-2.74
G0018,2025-08-15,34402,35258,33660,34381,395251,-3,-0.01
G0018,2025-08-18,34624,35498,34163,35337,576240,956,2.78
G0018,2025-08-19,35230,35423,33445,34316,182488,-1021,-2.89
G0018,2025-08-20,34186,35761,33472,34905,238324,589,1.72
G0018,2025-08-21,34627,35187,33432,34205,272991,-700,-2.01
G0018,2025-08-22,34253,34654,33837,34214,311798,9,0.03
G0018,2025-08-25,34398,35336,34348,34674,249600,460,1.34
G0018,2025-08-26,34174,34612,33551,33734,240750,-940,-2.71
G0018,2025-08-27,33775,34927,33775,34138,483127,404,1.2
G0018,2025-08-28,33932,34153,33685,33752,266331,-386,-1.13
G0018,2025-08-29,33978,35876,33767,34967,330337,1215,3.6
G0018,2025-09-01,34882,35142,33941,34671,336913,-296,-0.85
G0018,2025-09-02,34158,34802,33246,33746,185862,-925,-2.67
G0018,2025-09-03,33938,34436,33186,34145,296933,399,1.18
G0018,2025-09-04,34211,35266,33476,34393,333536,248,0.73
G0018,2025-09-05,34526,35220,33999,34751,221677,358,1.04
G0018,2025-09-08,34752,35921,34219,35266,357966,515,1.48
G0018,2025-09-09,35373,35786,34834,35632,176369,366,1.04
G0018,2025-09-10,35699,36706,33770,34724,202825,-908,-2.55
G0018,2025-09-11,34705,35194,34389,34538,202055,-186,-0.54
G0018,2025-09-12,34268,34576,32530,33076,349028,-1462,-4.23
G0018,2025-09-15,33369,34654,32864,34109,352565,1033,3.12
G0018,2025-09-16,33808,34215,32453,33261,476654,-848,-2.49
G0018,2025-09-17,33327,34445,32890,33884,121833,623,1.87
G0018,2025-09-18,33819,34390,33340,33578,369181,-306,-0.9
G0018,2025-09-19,33686,34390,32722,33672,320662,94,0.28
G0018,2025-09-22,33822,34342,33340,34284,341085,612,1.82
G0018,2025-09-23,33600,33888,31489,32397,510714,-1887,-5.5
G0018,2025-09-24,32420,32675,31472,32230,299437,-167,-0.52
G0018,2025-09-25,32253,32324,31731,31844,510977,-386,-1.2
G0018,2025-09-26,31656,31770,29680,30398,495195,-1446,-4.54
G0018,2025-09-29,29991,30243,29202,29430,484360,-968,-3.18
G0018,2025-09-30,29472,30449,28930,30357,546499,927,3.15
G0018,2025-10-01,30219,30603,29550,30373,325140,16,0.05
G0018,2025-10-02,30384,30664,29916,30151,204454,-222,-0.73
G0018,2025-10-03,29979,30755,29068,29720,154916,-431,-1.43
G0018,2025-10-06,29708,30044,28763,29626,292524,-94,-0.32
G0018,2025-10-07,29216,29881,28292,28929,324446,-697,-2.35
G0018,2025-10-08,29174,30152,29136,29904,283062,975,3.37
G0018,2025-10-09,29592,29767,28978,29513,319118,-391,-1.31
G0018,2025-10-10,29622,30496,29077,29960,225584,447,1.51
G0018,2025-10-13,29901,30417,28826,29108,311723,-852,-2.84
G0018,2025-10-14,28765,29532,28181,28457,369581,-651,-2.24
G0018,2025-10-15,28635,29644,28537,29127,396363,670,2.35
G0018,2025-10-16,29102,30329,28523,29665,296599,538,1.85
G0018,2025-10-17,29910,30656,29690,30119,236647,454,1.53
G0018,2025-10-20,30274,30636,29604,30178,289156,59,0.2
G0018,2025-10-21,30671,31820,29905,31370,422093,1192,3.95
G0018,2025-10-22,31419,31756,30673,31413,261464,43,0.14
G0018,2025-10-23,32026,32616,31300,32367,281362,954,3.04
G0018,2025-10-24,31942,32445,31565,31722,266224,-645,-1.99
G0018,2025-10-27,31560,31709,30301,30963,249382,-759,-2.39
G0018,2025-10-28,30898,31271,30126,30391,255698,-572,-1.85
G0018,2025-10-29,30260,30942,29712,29934,639953,-457,-1.5
G0018,2025-10-30,29881,31198,29650,30468,273977,534,1.78
G0018,2025-10-31,30206,30726,30027,30191,216206,-277,-0.91
G0018,2025-11-03,30086,30154,29705,29730,504958,-461,-1.53
G0018,2025-11-04,29089,29478,28093,28112,732819,-1618,-5.44
G0018,2025-11-05,28371,28744,27870,28662,151753,550,1.96
G0018,2025-11-06,28761,29050,28401,28695,394260,33,0.12
G0018,2025-11-07,28135,28421,26841,27407,189200,-1288,-4.49
G0018,2025-11-10,27440,28034,27039,27497,260616,90,0.33
G0018,2025-11-11,27314,27543,26097,26273,285715,-1224,-4.45
G0018,2025-11-12,26283,26494,25623,26343,470002,70,0.27
G0018,2025-11-13,26380,27066,25946,26374,159866,31,0.12
G0018,2025-11-14,24645,25215,22246,22393,572500,-3981,-15.09
G0018,2025-11-17,22539,22785,21968,22633,198986,240,1.07
G0018,2025-11-18,22631,23359,22229,22849,199024,216,0.95
G0018,2025-11-19,22924,23432,22567,22905,172806,56,0.25
G0018,2025-11-20,23122,23935,22553,23745,306790,840,3.67
G0018,2025-11-21,23738,24335,23424,23596,241727,-149,-0.63
G0018,2025-11-24,23631,23769,23187,23452,345045,-144,-0.61
G0018,2025-11-25,23569,24415,23216,23746,181906,294,1.25
G0018,2025-11-26,23709,23722,23015,23141,203421,-605,-2.55
G0018,2025-11-27,23030,23285,22058,22617,308615,-524,-2.26
G0018,2025-11-28,22618,23251,22168,23012,244210,395,1.75
G0018,2025-12-01,22843,23502,22082,22642,7851525,-370,-1.61
G0018,2025-12-02,22535,23179,21844,22365,283276,-277,-1.22
G0018,2025-12-03,21934,22469,21362,21539,254337,-826,-3.69
G0018,2025-12-04,21331,21497,20888,21321,364771,-218,-1.01
G0018,2025-12-05,21298,21856,20487,21004,170952,-317,-1.49
G0018,2025-12-08,21096,21105,20450,21010,608695,6,0.03
G0018,2025-12-09,20952,21551,20052,20317,387114,-693,-3.3
G0018,2025-12-10,20307,20579,19377,19888,251478,-429,-2.11
G0018,2025-12-11,19975,20429,19659,20295,354988,407,2.05
G0018,2025-12-12,20464,20972,20289,20803,448560,508,2.5
G0018,2025-12-15,21078,21494,20807,21238,283175,435,2.09
G0018,2025-12-16,21340,21779,21285,21362,230131,124,0.58
G0018,2025-12-17,21278,21546,20551,20937,274381,-425,-1.99
G0018,2025-12-18,20939,21284,20514,20545,419467,-392,-1.87
G0018,2025-12-19,20475,20989,19780,20078,248301,-467,-2.27
G0018,2025-12-22,20084,20452,19483,20094,272063,16,0.08
G0018,2025-12-23,20020,20321,19828,20006,330920,-88,-0.44
G0018,2025-12-24,19992,20500,19513,19768,438115,-238,-1.19
G0018,2025-12-25,19831,20014,19478,19907,267664,139,0.7
G0018,2025-12-26,19955,20239,19103,19568,767745,-339,-1.7
G0018,2025-12-29,19639,19982,19135,19914,226556,346,1.77
G0018,2025-12-30,19814,20404,19274,19802,570576,-112,-0.56
G0018,2025-12-31,19715,19933,19285,19409,615106,-393,-1.98
G0018,2026-01-01,19264,19510,18716,19028,256803,-381,-1.96
G0018,2026-01-02,19062,19666,19020,19128,227529,100,0.53
G0018,2026-01-05,18842,18997,17929,18433,131329,-695,-3.63
G0018,2026-01-06,18493,19211,18177,18869,275157,436,2.37
G0018,2026-01-07,18797,18964,18297,18925,153911,56,0.3
G0018,2026-01-08,19170,19634,18742,19557,168367,632,3.34
G0018,2026-01-09,19518,19563,19488,19496,186296,-61,-0.31
G0018,2026-01-12,19453,19695,19048,19463,225545,-33,-0.17
G0018,2026-01-13,19386,19626,18809,19330,158210,-133,-0.68
G0018,2026-01-14,19200,19804,18799,19261,432322,-69,-0.36
G0018,2026-01-15,19286,19606,19065,19204,362212,-57,-0.3
G0018,2026-01-16,19316,19929,18959,19594,333490,390,2.03
G0018,2026-01-19,19489,19550,18795,19082,239329,-512,-2.61
G0018,2026-01-20,19038,19407,19008,19104,352478,22,0.12
G0018,2026-01-21,19135,19642,18942,19080,204516,-24,-0.13
G0018,2026-01-22,18605,18777,17462,17966,392917,-1114,-5.84
G0018,2026-01-23,18057,18745,18032,18256,201060,290,1.61
G0018,2026-01-26,18262,18936,17756,18390,158841,134,0.73
G0018,2026-01-27,18544,19004,18113,18744,505910,354,1.92
G0018,2026-01-28,18692,18771,18405,18536,216150,-208,-1.11
G0018,2026-01-29,18552,19086,18217,18673,348939,137,0.74
G0018,2026-01-30,18774,19666,18235,19375,349984,702,3.76
G0018,2026-02-02,19495,20387,19011,19826,227650,451,2.33
G0018,2026-02-03,19970,20621,19403,20310,426243,484,2.44
G0018,2026-02-04,20224,20746,19619,19769,659291,-541,-2.66
G0018,2026-02-05,19770,20136,19417,19587,445051,-182,-0.92
G0018,2026-02-06,19603,20003,19262,19841,229313,254,1.3
G0018,2026-02-09,19801,20274,19369,19661,285604,-180,-0.91
G0018,2026-02-10,19815,20397,19308,20025,255545,364,1.85
G0018,2026-02-11,20086,20419,19531,19894,269235,-131,-0.65
G0018,2026-02-12,19683,20193,19411,19480,176708,-414,-2.08
G0018,2026-02-13,19271,19683,18386,18883,183718,-597,-3.06
G0018,2026-02-16,19016,19477,18858,19060,294231,177,0.94
G0018,2026-02-17,18814,18941,18226,18620,250380,-440,-2.31
G0018,2026-02-18,18594,19257,18413,18889,280129,269,1.44
G0018,2026-02-19,18819,19329,18624,18832,217672,-57,-0.3
G0018,2026-02-20,18774,19020,18667,18828,227474,-4,-0.02
G0018,2026-02-23,18929,19761,18733,19313,139203,485,2.58
G0018,2026-02-24,19299,19866,18778,19622,573017,309,1.6
G0018,2026-02-25,19457,19460,18637,19062,185843,-560,-2.85
G0018,2026-02-26,19327,19866,18834,19608,350281,546,2.86
G0018,2026-02-27,19331,19470,18798,19237,262549,-371,-1.89
G0018,2026-03-02,19253,19594,18936,19348,273055,111,0.58
G0018,2026-03-03,19526,19989,19012,19553,224721,205,1.06
G0018,2026-03-04,19644,20200,19083,19987,275643,434,2.22
G0018,2026-03-05,19993,20648,19789,20056,279189,69,0.35
G0018,2026-03-06,20242,20562,20022,20319,195351,263,1.31
G0018,2026-03-09,20379,20880,20254,20336,383157,17,0.08
G0018,2026-03-10,20044,20296,19284,19593,187818,-743,-3.65
G0018,2026-03-11,19695,20393,19547,19883,462813,290,1.48
G0018,2026-03-12,20105,20999,19521,20473,208764,590,2.97
G0018,2026-03-13,20403,20421,19814,20301,326072,-172,-0.84
G0018,2026-03-16,20348,20702,19662,20190,350983,-111,-0.55
G0018,2026-03-17,20028,20588,19253,19824,268678,-366,-1.81
G0018,2026-03-18,19987,20559,19924,20142,554000,318,1.6
G0018,2026-03-19,20140,20217,19276,19805,260823,-337,-1.67
G0018,2026-03-20,19690,19756,19398,19442,378026,-363,-1.83
G0018,2026-03-23,19578,20185,19570,19913,334860,471,2.42
G0018,2026-03-24,20163,20694,19662,20360,454354,447,2.24
G0018,2026-03-25,20467,20933,20432,20856,435135,496,2.44
G0018,2026-03-26,20971,21466,20849,21177,440947,321,1.54
G0018,2026-03-27,21238,21379,20994,21280,389856,103,0.49
G0018,2026-03-30,21324,21549,20737,20966,430346,-314,-1.48
G0018,2026-03-31,21228,21784,20826,21733,336972,767,3.66
G0018,2026-04-01,21843,22214,21837,21952,329254,219,1.01
G0018,2026-04-02,21987,22544,21878,22157,212344,205,0.93
G0018,2026-04-03,21930,22020,21267,21828,396553,-329,-1.48
G0018,2026-04-06,22117,23123,21588,22492,571034,664,3.04
G0018,2026-04-07,22723,23022,22303,23015,515675,523,2.33
G0018,2026-04-08,23053,23122,22345,22960,308145,-55,-0.24
G0018,2026-04-09,22930,23238,22928,23166,441122,206,0.9
G0018,2026-04-10,23466,23951,22941,23732,278371,566,2.44
G0018,2026-04-13,24172,25101,24106,24690,289234,958,4.04
G0018,2026-04-14,24808,25330,24755,25097,276841,407,1.65
G0018,2026-04-15,24715,24953,23526,23578,445724,-1519,-6.05
G0018,2026-04-16,23382,23878,22852,22899,349082,-679,-2.88
G0018,2026-04-17,22576,22710,22420,22558,269536,-341,-1.49
G0018,2026-04-20,22804,23323,22202,22883,140495,325,1.44
G0018,2026-04-21,23201,23990,22626,23930,528772,1047,4.58
G0018,2026-04-22,23747,24324,22912,22955,366658,-975,-4.07
G0018,2026-04-23,22914,22938,22272,22548,3220266,-407,-1.77
G0018,2026-04-24,22429,22704,21844,22473,197103,-75,-0.33
G0018,2026-04-27,22574,23164,22526,22597,278260,124,0.55
G0018,2026-04-28,22148,22735,21520,21749,334134,-848,-3.75
G0018,2026-04-29,21919,22323,21904,22145,251190,396,1.82
G0018,2026-04-30,21968,22620,21228,21337,307942,-808,-3.65
G0018,2026-05-01,21133,21209,19985,20487,329295,-850,-3.98
G0018,2026-05-04,20595,20823,20363,20797,164976,310,1.51
G0018,2026-05-05,20549,20590,19909,20143,293569,-654,-3.14
G0018,2026-05-06,20006,20357,19340,19883,229506,-260,-1.29
G0018,2026-05-07,19539,20083,18810,19101,301625,-782,-3.93
G0018,2026-05-08,19053,19613,18613,19162,378333,61,0.32
G0018,2026-05-11,19185,19643,19139,19234,241284,72,0.38
G0018,2026-05-12,19388,19767,18937,19626,261590,392,2.04
G0018,2026-05-13,19330,19383,19050,19207,290900,-419,-2.13
G0018,2026-05-14,19538,20070,19005,19854,416922,647,3.37
G0018,2026-05-15,20808,21879,20770,21773,440089,1919,9.67
G0018,2026-05-18,21886,22272,21771,22133,267700,360,1.65
G0018,2026-05-19,22015,22030,21199,21737,196303,-396,-1.79
G0018,2026-05-20,21511,21748,20511,20871,414546,-866,-3.98
G0018,2026-05-21,20996,21074,20944,20995,168517,124,0.59
G0018,2026-05-22,20975,21523,20732,21194,165641,199,0.95
G0018,2026-05-25,21308,21653,20698,21492,273839,298,1.41
G0018,2026-05-26,21482,21786,21039,21450,180966,-42,-0.2
G0018,2026-05-27,21105,21712,19901,20436,638994,-1014,-4.73
G0018,2026-05-28,20590,21199,20566,21025,333122,589,2.88
G0018,2026-05-29,21271,21588,21136,21454,241130,429,2.04
G0018,2026-06-01,21560,22213,21482,21664,442439,210,0.98
G0018,2026-06-02,21623,21832,21453,21519,267664,-145,-0.67
G0018,2026-06-03,21742,21989,21169,21925,488780,406,1.89
G0018,2026-06-04,21940,22708,21527,22296,182504,371,1.69
G0018,2026-06-05,22241,22756,21669,22136,245305,-160,-0.72
G0018,2026-06-08,22073,22552,20914,21465,383043,-671,-3.03
G0018,2026-06-09,21532,21984,21007,21361,168574,-104,-0.48
G0018,2026-06-10,21343,21691,20806,21432,221035,71,0.33
G0018,2026-06-11,21528,22227,20902,21893,367373,461,2.15
G0018,2026-06-12,22238,22876,21980,22522,239400,629,2.87
G0018,2026-06-15,22878,23184,22706,23084,597694,562,2.5
G0018,2026-06-16,23133,23532,22890,23301,166110,217,0.94
G0018,2026-06-17,23259,23690,22855,23340,249411,39,0.17
G0018,2026-06-18,23352,23394,23088,23392,5192975,52,0.22
G0018,2026-06-19,23217,23796,22651,22807,94606,-585,-2.5
G0018,2026-06-22,22822,23357,22293,22297,215384,-510,-2.24
G0018,2026-06-23,22397,22761,22293,22427,307699,130,0.58
G0018,2026-06-24,22570,23203,21981,22234,239847,-193,-0.86
G0018,2026-06-25,22084,22708,21469,21809,381047,-425,-1.91
G0018,2026-06-26,21841,22497,21726,21890,408358,81,0.37
G0018,2026-06-29,21954,22230,21757,21906,505256,16,0.07
G0018,2026-06-30,21557,21726,21179,21373,279631,-533,-2.43
G0018,2026-07-01,21588,21946,21081,21682,200415,309,1.45
G0018,2026-07-02,21682,22165,21555,21869,171156,187,0.86
G0018,2026-07-03,22017,23312,21493,22649,269513,780,3.57
G0018,2026-07-06,22687,22962,22373,22853,183387,204,0.9
G0018,2026-07-07,22542,22734,21573,22132,187741,-721,-3.15
G0018,2026-07-08,22084,22175,21561,21675,424605,-457,-2.06
G0018,2026-07-09,21424,21524,21042,21115,411269,-560,-2.58
G0018,2026-07-10,21166,21722,20561,21280,160458,165,0.78
